neighborhood,month,year,month_abbr,date,Income,SNAP,CPS,Free Store Foodbank,La Soupe,Whole Again,Childhood Food Solutions,NA,Charitable,total_covered
Lower Price Hill,7,2023,Jul,2023-07-01,0.507594539,0.178213605,0.007175887,0.015415345,0.011025545,0,0,0,0.02644089,0.719424921
Madisonville,7,2023,Jul,2023-07-01,0.841022025,0.043187872,0.004542152,0.020424753,0.001038995,0,0,1.81e-4,0.021463748,0.9102157969999999
Millvale,7,2023,Jul,2023-07-01,0.470555943,0.200325574,0.014210985,0.09106245,0,0,0,0,0.09106245,0.776154952
Mt. Adams,7,2023,Jul,2023-07-01,0.940884966,0,3.43e-4,0,9.82e-4,0,0,0,9.82e-4,0.9422099660000001
Mt. Airy,7,2023,Jul,2023-07-01,0.705570904,0.095603306,0.008918951,0.004066705,6.88e-5,0,0,0,0.004135505,0.814228666
Mt. Auburn,7,2023,Jul,2023-07-01,0.833849119,0.06876691,0.005077646,0.01928795,0.001538819,0,0,0,0.020826769000000002,0.9285204440000001
Mt. Lookout,7,2023,Jul,2023-07-01,0.971830275,0.005138034,9.1e-4,0,0,0,0,0,0,0.977878309
Mt. Washington,7,2023,Jul,2023-07-01,0.896930306,0.044653154,0.003808021,0.031636017,0,0,0,0,0.031636017,0.977027498
North Avondale - Paddock Hills,7,2023,Jul,2023-07-01,0.871693318,0.062301581,0.005297252,0.003156685,0.001280414,0,0,0,0.004437099,0.9437292500000001
North Fairmount,7,2023,Jul,2023-07-01,0.702079112,0.114709095,0.006779408,0.010417944,0.003690864,0,0,0,0.014108808,0.837676423
Northside,7,2023,Jul,2023-07-01,0.895625042,0.042443055,0.004400472,0.064698336,0.002168896,0,0,9.44e-5,0.066867232,1.0093358010000002
Oakley,7,2023,Jul,2023-07-01,0.941415008,0.010111264,0.002418495,0,3.19e-4,0,0,0,3.19e-4,0.9542637669999999
Over-the-Rhine,7,2023,Jul,2023-07-01,0.872625344,0.098312412,0.002848826,0.513836342,0.002021792,0,0,0,0.5158581339999999,1.489644716
Pendleton,7,2023,Jul,2023-07-01,0.897192012,0.053207573,0.007367583,0.011665932,0,0,0,0,0.011665932,0.9694330999999999
Pleasant Ridge,7,2023,Jul,2023-07-01,0.886117948,0.060127111,0.006305751,0,0,0,0,0,0,0.95255081
Queensgate,7,2023,Jul,2023-07-01,0.507594539,0.178213605,0.007175887,0,0.004475924,0,0,0,0.004475924,0.6974599549999999
Riverside,7,2023,Jul,2023-07-01,0.820476519,0.070354843,0.005559711,0.007072878,0,0,0,0,0.007072878,0.9034639509999999
Roselawn,7,2023,Jul,2023-07-01,0.701308985,0.099018488,0.009012296,0.014889909,1.96e-4,0,0,0,0.015085909,0.824425678
Sayler Park,7,2023,Jul,2023-07-01,0.856975786,0.056649731,0.008325738,0.0021265,0,0,0,0,0.0021265,0.9240777550000001
Sedamsville,7,2023,Jul,2023-07-01,0.743531515,0.099605973,0.007037713,0,0,0,0,0,0,0.850175201
South Cumminsville,7,2023,Jul,2023-07-01,0.470555943,0.200325574,0.014210985,0.043413498,0,0,0,0,0.043413498,0.728506
South Fairmount,7,2023,Jul,2023-07-01,0.704808406,0.123041161,0.007479985,8.7e-4,0,0,0,0,8.7e-4,0.8361995520000001
Spring Grove Village,7,2023,Jul,2023-07-01,0.776316629,0.089021084,0.008686428,0,0,0,0,0,0,0.8740241409999999
Villages at Roll Hill,7,2023,Jul,2023-07-01,0.361742686,0.213111261,0.016166407,0,0.001983283,0,0.106387902,0,0.10837118500000001,0.6993915390000001
Walnut Hills,7,2023,Jul,2023-07-01,0.777547514,0.17119246,0.002665015,0.01793047,0.02174308,0,0,5.27e-4,0.03967355,0.9910785390000001
West End,7,2023,Jul,2023-07-01,0.683113438,0.188663624,0.00871014,0.096679859,0.015214679,0,0,0,0.111894538,0.9923817400000001
West Price Hill,7,2023,Jul,2023-07-01,0.805573381,0.068176473,0.010424358,0.001158943,0,0,0,9.53e-5,0.001158943,0.8853331549999999
Westwood,7,2023,Jul,2023-07-01,0.812681235,0.084888772,0.007166405,0.003111546,1.62e-4,0,0,0,0.003273546,0.908009958
Winton Hills,7,2023,Jul,2023-07-01,0.53289579,0.176291975,0.014819281,0.002787811,1.3e-4,0,0,0,0.0029178109999999998,0.726924857
Avondale,8,2019,Aug,2019-08-01,0.661131539,0.142453879,0.035320143,0,0,0,0,0,0,0.8389055609999999
Bond Hill,8,2019,Aug,2019-08-01,0.861170719,0.062195157,0.031233457,0,0,0,0,0,0,0.954599333
California,8,2019,Aug,2019-08-01,0.995655354,0,0.003730654,0,0,0,0,0,0,0.9993860080000001
Camp Washington,8,2019,Aug,2019-08-01,0.850194744,0.083824592,0.018572265,0,0,0,0,0,0,0.952591601
Carthage,8,2019,Aug,2019-08-01,0.798250225,0.079891199,0.052397045,0,0,0,0,0,0,0.9305384689999999
Clifton,8,2019,Aug,2019-08-01,0.867285366,0.025889885,0.009081747,0,0,0,0,0,0,0.9022569979999999
College Hill,8,2019,Aug,2019-08-01,0.848234995,0.054659844,0.03451978,0,0,0,0,0,0,0.937414619
Columbia Tusculum,8,2019,Aug,2019-08-01,0.985060788,0,0.002936386,0,0,0,0,0,0,0.987997174
Corryville,8,2019,Aug,2019-08-01,0.707081154,0.034655055,0.003990154,0,0,0,0,0,0,0.7457263630000001
CUF,8,2019,Aug,2019-08-01,0.757190222,0.019442134,0.004381654,0,0,0,0,0,0,0.7810140099999999
Downtown,8,2019,Aug,2019-08-01,0.894340912,0.064456296,0.002539516,0,0,0,0,0,0,0.961336724
East End,8,2019,Aug,2019-08-01,0.906127111,0.037860229,0.026832691999999998,0,0,0,0,0,0,0.970820032
East Price Hill,8,2019,Aug,2019-08-01,0.787443661,0.110643626,0.037417616,0,0,0,0,0,0,0.935504903
East Walnut Hills,8,2019,Aug,2019-08-01,0.939804694,0.028067638,0.010995392,0,0,0,0,0,0,0.978867724
East Westwood,8,2019,Aug,2019-08-01,0.744960522,0.122189656,0.047336486,0,0,0,0,0,0,0.9144866639999999
English Woods,8,2019,Aug,2019-08-01,0.633179512,0.134216067,0.044805091,0,0,0,0,0,0,0.81220067
Evanston,8,2019,Aug,2019-08-01,0.833913829,0.067953503,0.011437969,0,0,0,0,0,0,0.9133053010000001
Hartwell,8,2019,Aug,2019-08-01,0.916339072,0.043676485,0.015113135,0,0,0,0,0,0,0.975128692
Hyde Park,8,2019,Aug,2019-08-01,0.954528694,0.006904161,0.016742642,0,0,0,0,0,0,0.978175497
Kennedy Heights,8,2019,Aug,2019-08-01,0.909102727,0.04694596,0.01725193,0,0,0,0,0,0,0.973300617
Linwood,8,2019,Aug,2019-08-01,0.750871946,0.093131999,0.04572788,0,0,0,0,0,0,0.8897318249999999
Lower Price Hill,8,2019,Aug,2019-08-01,0.52970774,0.146739287,0.033551814,0,0,0,0,0,0,0.709998841
Madisonville,8,2019,Aug,2019-08-01,0.874742712,0.043421491,0.025022273,0,0,0,0,0,0,0.943186476
Millvale,8,2019,Aug,2019-08-01,0.571131307,0.179345993,0.050063672,0,0,0,0,0,0,0.800540972
Mt. Adams,8,2019,Aug,2019-08-01,0.971985466,0,0.001087388,0,0,0,0,0,0,0.973072854
Mt. Airy,8,2019,Aug,2019-08-01,0.769444247,0.102218081,0.040862999,0,0,0,0,0,0,0.912525327
Mt. Auburn,8,2019,Aug,2019-08-01,0.844227446,0.064214597,0.028666421,0,0,0,0,0,0,0.937108464
Mt. Lookout,8,2019,Aug,2019-08-01,0.972236101,0,0.004241137,0,0,0,0,0,0,0.976477238
Mt. Washington,8,2019,Aug,2019-08-01,0.892556094,0.060517061,0.014486565,0,0,0,0,0,0,0.96755972
North Avondale - Paddock Hills,8,2019,Aug,2019-08-01,0.852837131,0.062450293,0.017508027,0,0,0,0,0,0,0.932795451
North Fairmount,8,2019,Aug,2019-08-01,0.633179512,0.134216067,0.044805091,0,0,0,0,0,0,0.81220067
Northside,8,2019,Aug,2019-08-01,0.88677349,0.068933322,0.022064817,0,0,0,0,0,0,0.977771629
Oakley,8,2019,Aug,2019-08-01,0.941124033,0.023645514,0.011401388,0,0,0,0,0,0,0.9761709350000001
Over-the-Rhine,8,2019,Aug,2019-08-01,0.812888983,0.131460341,0.017268817,0,0,0,0,0,0,0.9616181410000001
Pendleton,8,2019,Aug,2019-08-01,0.824800105,0.097168081,0.027958975,0,0,0,0,0,0,0.949927161
Pleasant Ridge,8,2019,Aug,2019-08-01,0.945230719,0.035444441,0.024938463,0,0,0,0,0,0,1.005613623
Queensgate,8,2019,Aug,2019-08-01,0.52970774,0.146739287,0.033551814,0,0,0,0,0,0,0.709998841
Riverside,8,2019,Aug,2019-08-01,0.85078079,0.079121425,0.019808922,0,0,0,0,0,0,0.9497111369999999
Roselawn,8,2019,Aug,2019-08-01,0.733542471,0.110600233,0.038162104,0,0,0,0,0,0,0.882304808
Sayler Park,8,2019,Aug,2019-08-01,0.870307156,0.041798658,0.033485612,0,0,0,0,0,0,0.945591426
Sedamsville,8,2019,Aug,2019-08-01,0.783156815,0.136739927,0.032580001,0,0,0,0,0,0,0.9524767430000001
South Cumminsville,8,2019,Aug,2019-08-01,0.571131307,0.179345993,0.050063672,0,0,0,0,0,0,0.800540972
South Fairmount,8,2019,Aug,2019-08-01,0.704799795,0.142789696,0.032671671,0,0,0,0,0,0,0.880261162
Spring Grove Village,8,2019,Aug,2019-08-01,0.889740215,0.070963223,0.038616563,0,0,0,0,0,0,0.9993200010000001
Villages at Roll Hill,8,2019,Aug,2019-08-01,0.410982508,0.215844242,0.043120661,0,0,0,0,0,0,0.669947411
Walnut Hills,8,2019,Aug,2019-08-01,0.7327332,0.208747433,0.01386189,0,0,0,0,0,0,0.955342523
West End,8,2019,Aug,2019-08-01,0.744639173,0.16141833,0.03669738,0,0,0,0,0,0,0.942754883
West Price Hill,8,2019,Aug,2019-08-01,0.852876947,0.083408423,0.036135012,0,0,0,0,0,0,0.972420382
Westwood,8,2019,Aug,2019-08-01,0.84579064,0.082938847,0.032846694,0,0,0,0,0,0,0.961576181
Winton Hills,8,2019,Aug,2019-08-01,0.548176713,0.174033855,0.067723322,0,0,0,0,0,0,0.78993389
Avondale,8,2020,Aug,2020-08-01,0.698973421,0.20987952000000001,0.026497485,0.063950711,0,0.001420278,0,0,0.06537098899999999,1.0007214150000001
Bond Hill,8,2020,Aug,2020-08-01,0.864866589,0.074713686,0.025321132,0.144387055,0,0.004758611,0,0,0.14914566599999998,1.1140470729999998
California,8,2020,Aug,2020-08-01,0.971241403,0,0.003231941,0,0,0,0,0,0,0.974473344
Camp Washington,8,2020,Aug,2020-08-01,0.893005193,0.087322137,0.007063601,0.065040021,0,0,0,0,0.065040021,1.0524309520000001
Carthage,8,2020,Aug,2020-08-01,0.806840928,0.096989227,0.038081103,0.029881629,0,0,0,0,0.029881629,0.971792887
Clifton,8,2020,Aug,2020-08-01,0.875841693,0.030891195,0.006352662,0.030135836,0,0,0,0,0.030135836,0.943221386
College Hill,8,2020,Aug,2020-08-01,0.842489456,0.080663942,0.023583694,0.01667251,0,0.001492194,0,0,0.018164704,0.9649017960000001
Columbia Tusculum,8,2020,Aug,2020-08-01,0.962334613,0.015868099,0.0019043,0,0,0,0,0,0,0.9801070119999999
Corryville,8,2020,Aug,2020-08-01,0.705229009,0.027771563,0.002724347,0.012006255,0,0,0,0,0.012006255,0.7477311739999999
CUF,8,2020,Aug,2020-08-01,0.775875336,0.023611907,0.003080064,0.012969193,0,0,0,0,0.012969193,0.8155365000000001
Downtown,8,2020,Aug,2020-08-01,0.908709516,0.100160285,0.001342099,0,0,0.009860291,0,0,0.009860291,1.0200721910000001
East End,8,2020,Aug,2020-08-01,0.935705267,0.052022213,0.013481312,0,0,0,0,0,0,1.001208792
East Price Hill,8,2020,Aug,2020-08-01,0.802082883,0.158087741,0.026495618,0.0172999,0,0,0,0,0.0172999,1.003966142
East Walnut Hills,8,2020,Aug,2020-08-01,0.949114357,0.032941443,0.004625729,0.03213179,0,0,0,0,0.03213179,1.0188133190000002
East Westwood,8,2020,Aug,2020-08-01,0.719523199,0.176951028,0.033612617,0,0,0,0,0,0,0.9300868439999999
English Woods,8,2020,Aug,2020-08-01,0.721772965,0.151017141,0.030293735,0,0,0,0,0,0,0.9030838409999999
Evanston,8,2020,Aug,2020-08-01,0.880456912,0.071404427,0.00648534,0.082920562,0,0,0,0,0.082920562,1.0412672410000001
Hartwell,8,2020,Aug,2020-08-01,0.913793044,0.06696944,0.01649103,0.003791528,0,0,0,0,0.003791528,1.001045042
Hyde Park,8,2020,Aug,2020-08-01,0.953415044,0.007802541,0.011683285,0,0,0,0,0,0,0.97290087
Kennedy Heights,8,2020,Aug,2020-08-01,0.910703138,0.06184463,0.013477274,0.050527817,0,0.003898385,0,0,0.054426202,1.040451244
Linwood,8,2020,Aug,2020-08-01,0.962334613,0.015868099,0.014648463,0,0,0,0,0,0,0.992851175
Lower Price Hill,8,2020,Aug,2020-08-01,0.59529547,0.19605591,0.021486379,0.010347238,0,0,0,0,0.010347238,0.823184997
Madisonville,8,2020,Aug,2020-08-01,0.887632225,0.051777191,0.017115861,0.073419598,0,0,0,0,0.073419598,1.029944875
Millvale,8,2020,Aug,2020-08-01,0.545278332,0.279282437,0.038387544,0.105602877,0,0.004949226,0,0,0.110552103,0.9735004159999999
Mt. Adams,8,2020,Aug,2020-08-01,0.968495181,0,0.001090098,0,0,0,0,0,0,0.969585279
Mt. Airy,8,2020,Aug,2020-08-01,0.771281074,0.123676433,0.028154152000000002,0.003424189,0,0.006715094,0,0,0.010139282999999999,0.933250942
Mt. Auburn,8,2020,Aug,2020-08-01,0.876137822,0.087213321,0.014696733,0.005962612,0,0,0,0,0.005962612,0.984010488
Mt. Lookout,8,2020,Aug,2020-08-01,0.969493974,0.004787009,0.002897481,0,0,0,0,0,0,0.977178464
Mt. Washington,8,2020,Aug,2020-08-01,0.908039547,0.084304898,0.010389919,0.001263622,0,0.00155161,0,0,0.002815232,1.0055495959999998
North Avondale - Paddock Hills,8,2020,Aug,2020-08-01,0.872082623,0.097379257,0.013420959,0.002813006,0,0,0,0,0.002813006,0.9856958449999998
North Fairmount,8,2020,Aug,2020-08-01,0.721772965,0.151017141,0.030293735,0.006873913,0,0,0,0,0.006873913,0.9099577539999999
Northside,8,2020,Aug,2020-08-01,0.900782894,0.08500005,0.015918507,0.055113601,0,0,0,0,0.055113601,1.056815052
Oakley,8,2020,Aug,2020-08-01,0.95188309,0.024507459,0.009427559,0.001307809,0,0,0,0,0.001307809,0.9871259170000001
Over-the-Rhine,8,2020,Aug,2020-08-01,0.865757332,0.162108325,0.009309517,0.562244217,0,0,0,0,0.562244217,1.599419391
Pendleton,8,2020,Aug,2020-08-01,0.880294889,0.090331378,0.019398727,0.001097213,0,0,0,0,0.001097213,0.991122207
Pleasant Ridge,8,2020,Aug,2020-08-01,0.916917317,0.069864563,0.021950341,0.002996211,0,0,0,0,0.002996211,1.011728432
Queensgate,8,2020,Aug,2020-08-01,0.59529547,0.19605591,0.021486379,0,0,0,0,0,0,0.812837759
Riverside,8,2020,Aug,2020-08-01,0.87063014,0.091361049,0.013088122,0,0,0,0,0,0,0.975079311
Roselawn,8,2020,Aug,2020-08-01,0.731864272,0.14911559,0.023397924,0.126771261,0,0.001801165,0,0,0.128572426,1.032950212
Sayler Park,8,2020,Aug,2020-08-01,0.874458463,0.078733843,0.026014105,0.015371051,0,0,0,0,0.015371051,0.994577462
Sedamsville,8,2020,Aug,2020-08-01,0.865068649,0.119558799,0.019914568,0,0,0,0,0,0,1.004542016
South Cumminsville,8,2020,Aug,2020-08-01,0.545278332,0.279282437,0.038387544,0.262771222,0,0,0,0,0.262771222,1.125719535
South Fairmount,8,2020,Aug,2020-08-01,0.745799126,0.171159713,0.019189143,0.00380399,0,0,0,0,0.00380399,0.9399519719999999
Spring Grove Village,8,2020,Aug,2020-08-01,0.824591244,0.13977387,0.031091069,0,0,0,0,0,0,0.9954561829999999
Villages at Roll Hill,8,2020,Aug,2020-08-01,0.414767959,0.308827963,0.036442675,0,0,0,0,0,0,0.760038597
Walnut Hills,8,2020,Aug,2020-08-01,0.800911924,0.26901934,0.007722779,0.055074055,0,0,0,0,0.055074055,1.132728098
West End,8,2020,Aug,2020-08-01,0.679860872,0.265639841,0.032534181,0.105744274,0,0.001393902,0,0,0.107138176,1.08517307
West Price Hill,8,2020,Aug,2020-08-01,0.843703751,0.124280121,0.029418689,0.002070473,0,0,0,0,0.002070473,0.9994730339999999
Westwood,8,2020,Aug,2020-08-01,0.852091822,0.109020855,0.023879164,0.006200138,0,0,0,0,0.006200138,0.991191979
Winton Hills,8,2020,Aug,2020-08-01,0.611866919,0.295629144,0.038100636,0.109461206,0,0.004471621,0,0,0.113932827,1.059529526
Avondale,8,2021,Aug,2021-08-01,0.678530718,0.193360636,0.029763252,0.009793215,0.002904328,0.002374982,0,0,0.015072524999999998,0.9167271309999999
Bond Hill,8,2021,Aug,2021-08-01,0.873251239,0.070238154,0.026526206,0.122972775,0.003052928,0.00763713,0,0,0.133662833,1.103678432
California,8,2021,Aug,2021-08-01,0.974532007,0,0.003577494,0,0,0,0,0,0,0.9781095009999999
Camp Washington,8,2021,Aug,2021-08-01,0.894907014,0.108922887,0.009432547,0.008811557,0.007543447,0.005469715,0,0,0.021824719,1.0350871670000001
Carthage,8,2021,Aug,2021-08-01,0.817363415,0.136393021,0.041088742,0.017110978,0,0,0,0,0.017110978,1.0119561559999999
Clifton,8,2021,Aug,2021-08-01,0.869871483,0.035195963,0.007191464,0.002810117,4.03e-4,0,0,0,0.003213117,0.915472027
College Hill,8,2021,Aug,2021-08-01,0.812452927,0.088536424,0.026720729,0.007316252,0.001150163,0.002093685,0,0,0.0105601,0.93827018
Columbia Tusculum,8,2021,Aug,2021-08-01,0.96879115,0.02193968,0.002024703,0,0,0,0,0,0,0.9927555330000001
Corryville,8,2021,Aug,2021-08-01,0.710637046,0.027454065,0.003118231,0.025826227,7.65e-4,0,0,0,0.026591227,0.767800569
CUF,8,2021,Aug,2021-08-01,0.777781785,0.022186972,0.004262591,0.00963862,1.58e-4,0,0,0,0.00979662,0.814027968
Downtown,8,2021,Aug,2021-08-01,0.920791648,0.092088492,0.001142758,3.89e-10,0,0.009637385,0,0,0.009637385389,1.023660283389
East End,8,2021,Aug,2021-08-01,0.96313056,0.068402409,0.016228874,0,0,0,0,0,0,1.047761843
East Price Hill,8,2021,Aug,2021-08-01,0.752217016,0.153257574,0.028621796,0.010702147,0.001797323,0,0,0,0.01249947,0.9465958560000001
East Walnut Hills,8,2021,Aug,2021-08-01,0.946580765,0.022421522,0.00607006,0.006609288,2.43e-4,0,0,0,0.006852288,0.981924635
East Westwood,8,2021,Aug,2021-08-01,0.726996982,0.216673322,0.038960755,0,0,0,0,0,0,0.9826310589999999
English Woods,8,2021,Aug,2021-08-01,0.728074357,0.135744769,0.028501101,0,0.007175742,0,0,0,0.007175742,0.8994959690000001
Evanston,8,2021,Aug,2021-08-01,0.866051248,0.073006483,0.00739613,0.013212754,5.96e-4,0,0,0,0.013808754,0.960262615
Hartwell,8,2021,Aug,2021-08-01,0.922572537,0.055834763,0.02047558,0.010336076,3.08e-4,0,0,0,0.010644075999999999,1.009526956
Hyde Park,8,2021,Aug,2021-08-01,0.950683326,0.005611577,0.012732682,0,3.12e-4,0,0,0,3.12e-4,0.9693395850000001
Kennedy Heights,8,2021,Aug,2021-08-01,0.863439283,0.05527156,0.013967405,0.013298151,0.002313897,0.00333258,0,0,0.018944627999999998,0.951622876
Linwood,8,2021,Aug,2021-08-01,0.96879115,0.02193968,0.015574642,0,0,0,0,0,0,1.006305472
Lower Price Hill,8,2021,Aug,2021-08-01,0.566005899,0.206288969,0.023248053,0,0,0,0,0,0,0.7955429209999999
Madisonville,8,2021,Aug,2021-08-01,0.863930384,0.05775192,0.01660762,0.015085907,3.2e-4,0,0,0,0.015405907000000002,0.953695831
Millvale,8,2021,Aug,2021-08-01,0.483970406,0.295348202,0.037459546,0.047477421,0,0.005928952,0,0,0.053406373,0.870184527
Mt. Adams,8,2021,Aug,2021-08-01,0.947803977,0,0.001488957,0,0,0,0,0,0,0.9492929339999999
Mt. Airy,8,2021,Aug,2021-08-01,0.744310778,0.131393682,0.029584463,0.001940248,2.56e-4,0.004247092,0,0,0.0064433400000000005,0.911732263
Mt. Auburn,8,2021,Aug,2021-08-01,0.860787614,0.110193013,0.017290796,0.011328281,0.002689848,0,0,0,0.014018129,1.0022895520000001
Mt. Lookout,8,2021,Aug,2021-08-01,0.969539695,0.00651786,0.003129937,0,0,0,0,0,0,0.979187492
Mt. Washington,8,2021,Aug,2021-08-01,0.909940127,0.073869295,0.012761993,0,0,4.64e-4,0,0,4.64e-4,0.997035415
North Avondale - Paddock Hills,8,2021,Aug,2021-08-01,0.880778935,0.080779178,0.015968179,0.002376028,0.001944101,0,0,0,0.004320129,0.9818464210000001
North Fairmount,8,2021,Aug,2021-08-01,0.728074357,0.135744769,0.028501101,0.033113281,8.13e-4,0.007959487,0,0,0.041885768000000004,0.934205995
Northside,8,2021,Aug,2021-08-01,0.896129559,0.06395476,0.017837717,0.045789768,0.001984489,0,0,0,0.047774257,1.025696293
Oakley,8,2021,Aug,2021-08-01,0.946221026,0.024389012,0.009468202,0,0,0,0,0,0,0.98007824
Over-the-Rhine,8,2021,Aug,2021-08-01,0.865310959,0.154080501,0.010481057,0.242332231,9.26e-4,0,0,0,0.24325823100000002,1.273130748
Pendleton,8,2021,Aug,2021-08-01,0.892919279,0.068756235,0.022052517,0.00198048,0,0,0,0,0.00198048,0.9857085109999999
Pleasant Ridge,8,2021,Aug,2021-08-01,0.906729328,0.070777358,0.019713376,0.002637371,0,0,0,0,0.002637371,0.999857433
Queensgate,8,2021,Aug,2021-08-01,0.566005899,0.206288969,0.023248053,0.509506542,0.004713713,0,0,0,0.514220255,1.309763176
Riverside,8,2021,Aug,2021-08-01,0.823390031,0.124542962,0.016391059,0,0,0,0,0,0,0.964324052
Roselawn,8,2021,Aug,2021-08-01,0.749102912,0.127303624,0.024755565,0.028356007,0,0.003305354,0,0,0.031661361,0.932823462
Sayler Park,8,2021,Aug,2021-08-01,0.836237043,0.092169277,0.029304692,0.004742678,2.07e-4,0,0,0,0.004949678,0.96266069
Sedamsville,8,2021,Aug,2021-08-01,0.785877964,0.09555474,0.024560167,0,0,0,0,0,0,0.9059928709999999
South Cumminsville,8,2021,Aug,2021-08-01,0.483970406,0.295348202,0.037459546,0.049868804,0,0,0,0,0.049868804,0.8666469580000001
South Fairmount,8,2021,Aug,2021-08-01,0.72152678,0.210929059,0.023838069,0.005563927,0,0,0,0,0.005563927,0.961857835
Spring Grove Village,8,2021,Aug,2021-08-01,0.829347783,0.130395825,0.029518039,0,0,0,0,0,0,0.9892616470000001
Villages at Roll Hill,8,2021,Aug,2021-08-01,0.394923892,0.334694975,0.048427062,0,0.003230855,0,0,0,0.003230855,0.781276784
Walnut Hills,8,2021,Aug,2021-08-01,0.781163163,0.276134911,0.007453294,0.024244434,0.015783697,0.002287208,0,0,0.042315338999999993,1.107066707
West End,8,2021,Aug,2021-08-01,0.676673033,0.28079434,0.036877985,0.046999414,7.22e-4,0.001208052,0,0,0.048929466000000005,1.043274824
West Price Hill,8,2021,Aug,2021-08-01,0.832467257,0.118307174,0.033156983,0.001757459,0,0,0,0,0.001757459,0.9856888730000001
Westwood,8,2021,Aug,2021-08-01,0.822624938,0.119376828,0.025982434,0.004085569,3.19e-4,1.96e-4,0,0,0.004600569,0.9725847690000001
Winton Hills,8,2021,Aug,2021-08-01,0.569889451,0.279665656,0.04219089,0.059557085,0,0,0,0,0.059557085,0.951303082
Avondale,8,2022,Aug,2022-08-01,0.694930165,0.197974553,0.030645161,0.016554968,0.004480287,0,0,0,0.021035255,0.9445851340000001
Bond Hill,8,2022,Aug,2022-08-01,0.87218786,0.084261602,0.031283284,0.126045641,0.004726835,0,0,0,0.13077247600000003,1.118505222
California,8,2022,Aug,2022-08-01,0.969823325,0.010940791,0.004291262,0,0,0,0,0,0,0.985055378
Camp Washington,8,2022,Aug,2022-08-01,0.890950178,0.116210513,0.011075923,0.016809327,0.012985436,0,0,0,0.029794763,1.0480313769999998
Carthage,8,2022,Aug,2022-08-01,0.788875868,0.113121675,0.042558664,0.016582932,0,0,0,0,0.016582932,0.961139139
Clifton,8,2022,Aug,2022-08-01,0.874502336,0.045523391,0.005489809,0.003646023,0.001050126,0,0,0,0.004696149,0.9302116850000001
College Hill,8,2022,Aug,2022-08-01,0.814161088,0.09666738,0.027491545,0.006588377,0.002083125,0,0,0,0.008671502000000001,0.9469915149999999
Columbia Tusculum,8,2022,Aug,2022-08-01,0.970432783,0.02529069,0.001962996,0,0.004576183,0,0,0,0.004576183,1.002262652
Corryville,8,2022,Aug,2022-08-01,0.659210439,0.01969216,0.003688643,0.022510492,0.017710448,0,0,0,0.04022094,0.722812182
CUF,8,2022,Aug,2022-08-01,0.782351093,0.0197887,0.004424984,0.007913789,0,0,0,0,0.007913789,0.814478566
Downtown,8,2022,Aug,2022-08-01,0.935130184,0.045737991,0.001609222,0.003154878,0,0,0,0,0.003154878,0.9856322750000001
East End,8,2022,Aug,2022-08-01,0.945563808,0.064139844,0.01313783,0.010116362,0,0,0,0,0.010116362,1.032957844
East Price Hill,8,2022,Aug,2022-08-01,0.726795903,0.141819001,0.036157097,0.01651675,0.003991139,0,0,0,0.020507889,0.92527989
East Walnut Hills,8,2022,Aug,2022-08-01,0.91486137,0.028008857,0.011516697,0.015445074,1.85e-4,0,0,0,0.015630074,0.9700169980000001
